spkid,full_name,pdes,name,prefix,neo,sats,H,M1,M2,K1,K2,PC,diameter,extent,albedo,rot_per,GM,H_sigma,diameter_sigma,orbit_id,epoch,epoch_mjd,epoch_cal,equinox,e,a,q,i,om,w,ma,ad,n,tp,tp_cal,per,per_y,moid,moid_ld,moid_jup,t_jup,sigma_e,sigma_a,sigma_q,sigma_i,sigma_om,sigma_w,sigma_ma,sigma_ad,sigma_n,sigma_tp,sigma_per,class,producer,data_arc,first_obs,last_obs,n_obs_used,n_del_obs_used,n_dop_obs_used,condition_code,rms,two_body,A1,A1_sigma,A2,A2_sigma,A3,A3_sigma,DT,DT_sigma
1001020,C/1932 M1 (Newman),1932 M1,Newman,C,,0,,11.1,,4.5,,,,,,,,,,JPL 3,2426927.5,26927,1932-08-08.0,J2000,1.0005,-3340.0,1.647,78.39,246.09,69.79,-0.0,,5.107e-06,2426975.05,1932-09-24.5,,,1.09,423.0,0.0514,,5.4e-05,370.0,2.4e-05,0.00042,0.00035,0.0012,4e-05,,8.5e-07,0.0017,,HYP,Otto Matic,163.0,1932-06-21,1932-12-01,67,,,,1.0483,,,,,,,,,
1001021,C/1932 M2 (Geddes),1932 M2,Geddes,C,,0,,6.1,,4.5,,,,,,,,,,JPL 2,2427167.5,27167,1933-04-05.0,J2000,0.9993,3278.0,2.313,124.98,216.08,329.63,0.0,6553.34,5.252e-06,2426971.38,1932-09-20.8,68500000.0,188000.0,1.39,539.0,2.82,-1.08,0.0017,8100.0,0.001,0.014,0.012,0.062,0.0038,16000.0,1.9e-05,0.17,250000000.0,COM,Otto Matic,69.0,1933-03-18,1933-05-26,15,,,,0.70736,,,,,,,,,
1001022,C/1932 P1 (Peltier-Whipple),1932 P1,Peltier-Whipple,C,,0,,8.1,,38.25,,,,,,,,,,JPL 3,2426950.5,26950,1932-08-31.0,J2000,0.9769,44.89,1.037,71.72,345.47,38.47,359.99,88.74,0.003277,2426952.35,1932-09-01.8,110000.0,301.0,0.145,56.3,0.908,0.51,0.00023,0.44,1.5e-05,0.0017,0.0019,0.0014,9.7e-05,0.87,4.8e-05,0.0022,1600.0,COM,Otto Matic,57.0,1932-08-10,1932-10-06,56,,,6.0,1.1438,,,,,,,,,
1001023,C/1932 Y1 (Dodwell-Forbes),1932 Y1,Dodwell-Forbes,C,,0,,9.1,,15.25,,,,,,,,,,JPL 3,2427092.5,27092,1933-01-20.0,J2000,0.9722,40.62,1.131,24.5,78.59,327.36,0.08,80.1,0.003808,2427072.03,1932-12-30.5,94500.0,259.0,0.204,79.4,0.785,1.32,0.00061,0.89,9.3e-05,0.0019,0.0065,0.0041,0.0026,1.7,0.00012,0.0044,3100.0,COM,Otto Matic,63.0,1932-12-23,1933-02-24,23,,,6.0,0.94703,,,,,,,,,
1001024,C/1933 D1 (Peltier),1933 D1,Peltier,C,,0,,11.3,,12.0,,,,,,,,,,JPL 2,2427132.5,27132,1933-03-01.0,J2000,1.0,787200.0,1.001,86.68,312.47,135.98,0.0,1574440.42,1.411e-09,2427110.2,1933-02-06.6,255000000000.0,698000000.0,0.164,64.0,0.767,0.072,0.0028,1700000000.0,0.0002,0.015,0.019,0.029,0.0001,3400000000.0,4.6e-06,0.037,830000000000000.0,COM,Otto Matic,31.0,1933-02-18,1933-03-21,14,,,,1.0004,T,,,,,,,,
1001025,C/1935 A1 (Johnson),1935 A1,Johnson,C,,0,,11.2,,26.5,,,,,,,,,,JPL 3,2427861.5,27861,1935-02-28.0,J2000,0.9913,93.21,0.811,65.42,92.44,18.4,0.0,185.6,0.001095,2427859.97,1935-02-26.4,329000.0,900.0,0.149,58.0,2.18,0.519,8.3e-05,0.89,6.9e-06,0.0014,0.0015,0.00092,2.4e-05,1.8,1.6e-05,0.00058,4700.0,COM,Otto Matic,68.0,1935-02-02,1935-04-11,34,,,5.0,1.1118,,,,,,,,,
1001027,C/1935 Q1 (Van Biesbroeck),1935 Q1,Van Biesbroeck,C,,0,,,,,,,,,,,,,,SAO_2008,2428280.5,28280,1936-04-22.0,J2000,1.002,-1977.0,4.043,66.11,300.56,44.9,-0.0,,1.12e-05,2428300.14,1936-05-11.6,,,0.0,,,,,,,,,,,,,,,HYP,Marsden and Sekanina,861.0,1935-07-03,1937-11-10,107,,,,,F,,,,,,,,
1001028,C/1936 K1 (Peltier),1936 K1,Peltier,C,,0,,6.6,,18.0,,,,,,,,,,JPL 4,2428353.5,28353,1936-07-04.0,J2000,0.992,136.7,1.1,78.55,134.94,148.48,360.0,272.32,0.0006166,2428358.46,1936-07-08.9,584000.0,1600.0,0.166,64.6,1.84,0.296,7.6e-05,1.3,5.6e-06,0.001,3.9e-05,0.00095,4.2e-05,2.6,8.7e-06,0.0012,8200.0,COM,Otto Matic,157.0,1936-05-18,1936-10-22,113,,,,0.84069,,,,,,,,,
1001029,C/1936 O1 (Kaho-Kozik-Lis),1936 O1,Kaho-Kozik-Lis,C,,0,,,,,,,,,,,,,,SAO_2008,2428360.5,28360,1936-07-11.0,J2000,0.9944,92.39,0.518,121.94,265.01,45.85,-0.01,184.26,0.00111,2428365.32,1936-07-15.8,324000.0,888.0,0.0,,,-0.415,,,,,,,,,,,,COM,Nikoloff,129.0,1936-07-18,1936-11-24,65,,,,,F,,,,,,,,
1001030,C/1937 C1 (Whipple),1937 C1,Whipple,C,,0,,4.2,10.5,16.5,5.0,0.03,,,,,,,,JPL 3,2428675.5,28675,1937-05-22.0,J2000,1.0002,-10680.0,1.734,41.55,128.61,107.74,-0.0,,8.924e-07,2428704.56,1937-06-20.0,,,1.05,409.0,0.184,,4e-05,2600.0,1.3e-05,0.00023,0.00035,0.0012,9.5e-06,,3.3e-07,0.0017,,HYP,Otto Matic,177.0,1937-02-16,1937-08-12,53,,,,0.88615,,,,,,,,,
1001031,C/1937 D1 (Wilk),1937 D1,Wilk,C,Y,0,,,,,,,,,,,,,,JPL 3,2428609.5,28609,1937-03-17.0,J2000,0.9806,31.97,0.619,26.01,58.27,31.46,0.13,63.33,0.005452,2428586.03,1937-02-21.5,66000.0,181.0,0.257,100.0,0.176,1.03,0.00059,0.98,7.8e-05,0.0086,0.016,0.024,0.0059,1.9,0.00025,0.01,3000.0,HTC,Otto Matic,59.0,1937-03-02,1937-04-30,17,,,7.0,0.72642,,,,,,,,,
1001032,C/1937 N1 (Finsler),1937 N1,Finsler,C,,0,,6.3,,13.25,,,,,,,,,,JPL 2,2428741.5,28741,1937-07-27.0,J2000,1.0004,-2280.0,0.863,146.41,59.42,114.83,-0.0,,9.055e-06,2428761.16,1937-08-15.6,,,0.132,51.5,0.702,-0.959,0.00036,2100.0,4e-06,0.0019,0.0017,0.0043,0.00025,,1.3e-05,0.0023,,HYP,Otto Matic,55.0,1937-07-06,1937-08-30,25,,,,0.86092,,,,,,,,,
1001033,C/1937 P1 (Hubble),1937 P1,Hubble,C,,0,,,,,,,,,,,,,,SAO_2008,2428480.5,28480,1936-11-08.0,J2000,0.9725,71.04,1.954,11.58,97.8,147.49,-0.01,140.13,0.001646,2428486.75,1936-11-14.2,219000.0,599.0,0.0,,,1.76,,,,,,,,,,,,COM,Przybylski,85.0,1937-08-04,1937-10-28,58,,,,,F,,,,,,,,
1001034,C/1939 B1 (Kozik-Peltier),1939 B1,Kozik-Peltier,C,,0,,9.6,,10.0,,,,,,,,,,JPL 2,2429302.5,29302,1939-02-08.0,J2000,0.9955,157.5,0.716,63.53,289.61,169.02,0.0,314.31,0.0004986,2429301.35,1939-02-06.8,722000.0,1980.0,0.259,101.0,2.59,0.5,0.00045,16.0,1.6e-05,0.0034,0.0068,0.0021,8.6e-05,31.0,7.4e-05,0.0016,110000.0,COM,Otto Matic,30.0,1939-01-22,1939-02-21,53,,,,0.87394,,,,,,,,,
1001035,C/1939 H1 (Jurlof-Achmarof-Hassel),1939 H1,Jurlof-Achmarof-Hassel,C,,0,,6.0,,4.5,,,,,,,,,,JPL 2,2429390.5,29390,1939-05-07.0,J2000,0.9915,62.17,0.528,138.17,312.35,89.15,0.05,123.81,0.002011,2429363.61,1939-04-10.1,179000.0,490.0,0.0128,4.99,2.42,-0.586,0.0019,14.0,5.6e-05,0.014,0.02,0.028,0.018,27.0,0.00066,0.016,59000.0,COM,Otto Matic,28.0,1939-04-21,1939-05-19,14,,,7.0,0.95432,,,,,,,,,
1001036,C/1939 V1 (Friend),1939 V1,Friend,C,,0,,,,,,,,,,,,,,SAO_2008,2429600.5,29600,1939-12-03.0,J2000,0.9972,336.6,0.945,92.95,197.11,126.78,0.0,672.28,0.0001596,2429573.13,1939-11-05.6,,,0.0,,,-0.047,,,,,,,,,,,,COM,Landgraf,64.0,1939-11-06,1940-01-09,61,,,,,F,,,,,,,,
1001037,C/1940 O1 (Whipple-Paraskevopoulos),1940 O1,Whipple-Paraskevopoulos,C,,0,,,,,,,,,,,,,,SAO_2008,2429920.5,29920,1940-10-18.0,J2000,0.9808,56.49,1.082,54.69,135.06,235.74,0.02,111.9,0.002321,2429910.75,1940-10-08.2,155000.0,425.0,0.0,,,0.834,,,,,,,,,,,,COM,Marsden,153.0,1940-08-01,1941-01-01,51,,,,,F,,,,,,,,
1001038,C/1940 R2 (Cunningham),1940 R2,Cunningham,C,,0,,,,,,,,,,,,,,SAO_2008,2430000.5,30000,1941-01-06.0,J2000,1.0005,-758.2,0.368,49.89,296.59,199.57,-0.0,,4.72e-05,2430010.73,1941-01-16.2,,,0.0,,,,,,,,,,,,,,,HYP,Marsden,271.0,1940-09-19,1941-06-17,189,,,,,F,,,,,,,,
1001039,C/1940 S1 (Okabayasi-Honda),1940 S1,Okabayasi-Honda,C,,0,,,,,,,,,,,,,,SAO_2008,2429840.5,29840,1940-07-30.0,J2000,1.0015,-727.7,1.062,133.11,128.07,329.68,-0.0,,5.02e-05,2429857.26,1940-08-15.7,,,0.0,,,,,,,,,,,,,,,HYP,Marsden,90.0,1940-10-04,1941-01-02,19,,,,,F,,,,,,,,
1001040,C/1941 B1 (Friend-Reese-Honda),1941 B1,Friend-Reese-Honda,C,,0,,,,,,,,,,,,,,SAO_2008,2430014.9,30014,1941-01-20.3,J2000,0.9812,50.16,0.942,26.28,329.79,132.73,0.0,99.37,0.002775,2430014.88,1941-01-20.3,130000.0,355.0,0.0,,,1.18,,,,,,,,,,,,COM,Sekanina,42.0,1941-01-18,1941-03-01,29,,,,,T,,,,,,,,
1001041,C/1941 B2 (de Kock-Paraskevopoulos),1941 B2,de Kock-Paraskevopoulos,C,,0,,,,,,,,,,,,,,SAO_2008,2430040.5,30040,1941-02-15.0,J2000,0.9991,879.8,0.79,168.2,43.11,268.7,0.0,1758.75,3.78e-05,2430022.16,1941-01-27.6,,,0.0,,,-1.07,,,,,,,,,,,,COM,Marsden,241.0,1941-01-19,1941-09-17,130,,,,,F,,,,,,,,
1001042,C/1941 K1 (van Gent),1941 K1,van Gent,C,,0,,,,,,,,,,,,,,SAO_2008,2430240.5,30240,1941-09-03.0,J2000,1.0002,-3600.0,0.875,94.52,257.56,85.32,-0.0,,4.6e-06,2430240.68,1941-09-03.1,,,0.0,,,,,,,,,,,,,,,HYP,Pels,259.0,1941-06-04,1942-02-18,318,,,,,F,,,,,,,,
1001043,C/1942 C1 (Whipple-Bernasconi-Kulin),1942 C1,Whipple-Bernasconi-Kulin,C,,0,,,,,,,,,,,,,,JPL 2,2430447.5,30447,1942-03-29.0,J2000,1.001,-1419.0,1.445,79.45,340.93,223.41,-0.0,,1.844e-05,2430480.33,1942-04-30.8,,,0.622,242.0,1.62,,0.0035,4800.0,0.001,0.054,0.00081,0.086,0.0031,,9.4e-05,0.12,,HYP,Otto Matic,70.0,1942-02-17,1942-04-28,8,,,,0.12852,,,,,,,,,
1001044,C/1942 C2 (Oterma),1942 C2,Oterma,C,,0,,,,,,,,,,,,,,JPL 2,2430503.5,30503,1942-05-24.0,J2000,1.0012,-3480.0,4.113,172.51,281.04,163.64,-0.0,,4.801e-06,2430629.9,1942-09-27.3,,,3.13,1220.0,0.301,,0.00018,530.0,0.00011,0.00047,0.0032,0.0052,0.00014,,1.1e-06,0.027,,HYP,Otto Matic,390.0,1942-02-12,1943-03-09,35,,,,0.28908,,,,,,,,,
1001045,C/1942 EA (Vaisala),1942 EA,Vaisala,C,Y,0,,,,,,,,,,,,,,JPL 1,2430440.5,30440,1942-03-22.0,J2000,0.9268,17.61,1.288,37.86,172.29,335.57,0.45,33.93,0.01334,2430406.62,1942-02-16.1,27000.0,73.9,0.336,131.0,1.54,1.39,0.56,140.0,0.091,9.2,0.52,1.7,5.3,260.0,0.15,2.7,310000.0,HTC,Otto Matic,3.0,1942-03-20,1942-03-23,7,,,9.0,0.40987,,,,,,,,,
1001046,C/1942 X1 (Whipple-Fedtke-Tevzadze),1942 X1,Whipple-Fedtke-Tevzadze,C,,0,,,,,,,,,,,,,,SAO_2008,2430760.5,30760,1943-02-05.0,J2000,0.9922,173.5,1.354,19.71,100.8,39.84,-0.0,345.56,0.0004314,2430762.22,1943-02-06.7,,,0.0,,,1.39,,,,,,,,,,,,COM,Marsden,257.0,1942-11-17,1943-08-01,166,,,,,F,,,,,,,,
1001048,C/1943 W1 (van Gent-Peltier-Daimaca),1943 W1,van Gent-Peltier-Daimaca,C,,0,,,,,,,,,,,,,,JPL 2,2431061.5,31061,1943-12-03.0,J2000,0.9995,1795.0,0.874,136.18,58.63,33.09,360.0,3589.46,1.296e-05,2431101.76,1944-01-12.2,27800000.0,76100.0,0.0335,13.0,0.851,-0.834,0.57,2100000.0,0.089,3.6,3.6,22.0,0.91,4200000.0,0.023,14.0,49000000000.0,COM,Otto Matic,10.0,1943-11-27,1943-12-07,12,,,,0.91384,T,,,,,,,,
1001049,C/1944 H1 (Vaisala),1944 H1,Vaisala,C,,0,,,,,,,,,,,,,,JPL 2,2431201.5,31201,1944-04-21.0,J2000,0.9932,355.8,2.411,17.3,29.07,238.94,359.96,709.19,0.0001469,2431459.5,1945-01-04.0,2450000.0,6710.0,1.45,564.0,0.601,1.85,25.0,1300000.0,27.0,280.0,210.0,370.0,210.0,2600000.0,0.8,5500.0,13000000000.0,COM,Otto Matic,8.0,1944-04-18,1944-04-26,5,,,,0.16752,,,,,,,,,
1001050,C/1944 K2 (van Gent),1944 K2,van Gent,C,,0,,,,,,,,,,,,,,SAO_2008,2431280.5,31280,1944-07-09.0,J2000,1.0021,-1068.0,2.226,95.01,203.5,336.97,-0.0,,2.83e-05,2431289.11,1944-07-17.6,,,0.0,,,,,,,,,,,,,,,HYP,Marsden,436.0,1944-06-01,1945-08-11,25,,,,,F,,,,,,,,
1001054,C/1946 C1 (Timmers),1946 C1,Timmers,C,,0,,,,,,,,,,,,,,SAO_2008,2431920.5,31920,1946-04-10.0,J2000,1.0012,-1475.0,1.724,72.84,129.66,54.33,-0.0,,1.74e-05,2431923.76,1946-04-13.2,,,0.0,,,,,,,,,,,,,,,HYP,Sekanina and Marsden,553.0,1946-02-02,1947-08-09,183,,,,,F,,,,,,,,
1001055,C/1946 K1 (Pajdusakova-Rotbart-Weber),1946 K1,Pajdusakova-Rotbart-Weber,C,,0,,,,,,,,,,,,,,JPL 2,2431981.5,31981,1946-06-10.0,J2000,0.9994,1802.0,1.018,169.56,301.95,22.23,0.0,3602.32,1.289e-05,2431951.95,1946-05-11.4,27900000.0,76500.0,0.0303,11.8,0.383,-1.23,0.19,600000.0,0.011,0.037,1.7,5.0,0.19,1200000.0,0.0065,3.4,14000000000.0,COM,Otto Matic,11.0,1946-06-08,1946-06-19,6,,,,0.36366,T,,,,,,,,
1001056,C/1946 P1 (Jones),1946 P1,Jones,C,,0,,,,,,,,,,,,,,JPL 3,2432262.5,32262,1947-03-18.0,J2000,1.001,-1161.0,1.136,56.96,238.34,320.41,0.0,,2.491e-05,2432120.27,1946-10-26.7,,,0.248,96.5,1.13,,3.2e-05,38.0,2.2e-05,0.00049,0.0025,0.0016,0.00018,,1.2e-06,0.0027,,HYP,Otto Matic,697.0,1946-08-13,1948-07-10,11,,,,0.81457,,,,,,,,,
1001057,C/1946 U1 (Bester),1946 U1,Bester,C,,0,,,,,,,,,,,,,,JPL 2,2432197.5,32197,1947-01-12.0,J2000,1.0006,-3935.0,2.408,108.18,35.56,348.62,-0.0,,3.993e-06,2432223.86,1947-02-07.3,,,1.43,556.0,2.54,,0.00024,1500.0,1.9e-05,0.001,0.00068,0.0034,6.2e-05,,2.3e-06,0.0076,,HYP,Otto Matic,633.0,1946-11-02,1948-07-27,34,,,,0.52704,,,,,,,,,
1001058,C/1947 F1 (Rondanina-Bester),1947 F1,Rondanina-Bester,C,,0,,,,,,,,,,,,,,JPL 5,2432293.5,32293,1947-04-18.0,J2000,0.9973,205.6,0.56,39.29,353.9,303.76,359.99,410.6,0.0003344,2432326.46,1947-05-20.9,1080000.0,2950.0,0.218,84.8,0.968,0.743,0.013,1000.0,0.0018,0.41,0.23,0.52,0.082,2000.0,0.0025,0.26,8000000.0,COM,Otto Matic,37.0,1947-03-27,1947-05-03,15,,,,0.36958,,,,,,,,,
1001060,C/1947 K1 (Bester),1947 K1,Bester,C,,0,,,,,,,,,,,,,,JPL 3,2432329.5,32329,1947-05-24.0,J2000,1.0,-1568000.0,1.403,111.43,233.06,357.31,-0.0,,5.018e-10,2432336.52,1947-05-31.0,,,0.393,153.0,3.98,,0.13,230000000000.0,0.0097,0.97,0.32,0.69,0.00078,,0.00011,0.75,,HYP,Otto Matic,9.0,1947-05-19,1947-05-28,8,,,,0.68747,T,,,,,,,,
1001061,C/1947 O1 (Wirtanen),1947 O1,Wirtanen,C,,0,,,,,,,,,,,,,,JPL 2,2432639.5,32639,1948-03-29.0,J2000,1.0168,-167.6,2.808,97.32,311.76,8.85,0.12,,0.0004542,2432383.34,1947-07-16.8,,,1.8,702.0,2.24,,0.96,9500.0,1.5,0.12,2.3,50.0,9.8,,0.039,150.0,,HYP,Otto Matic,370.0,1947-07-26,1948-07-30,3,,,,3.9934e-09,,,,,,,,,
