"spkid","full_name","pdes","name","prefix","neo","pha","sats","H","G","M1","M2","K1","K2","PC","diameter","extent","albedo","rot_per","GM","BV","UB","IR","spec_B","spec_T","H_sigma","diameter_sigma","orbit_id","epoch","epoch_mjd","epoch_cal","equinox","e","a","q","i","om","w","ma","ad","n","tp","tp_cal","per","per_y","moid","moid_ld","moid_jup","t_jup","sigma_e","sigma_a","sigma_q","sigma_i","sigma_om","sigma_w","sigma_ma","sigma_ad","sigma_n","sigma_tp","sigma_per","class","producer","data_arc","first_obs","last_obs","n_obs_used","n_del_obs_used","n_dop_obs_used","condition_code","rms","two_body","A1","A1_sigma","A2","A2_sigma","A3","A3_sigma","DT","DT_sigma"
20012923," 12923 Zephyr (1999 GK4)",12923,Zephyr,,Y,Y,0,15.82,,,,,,,2.060,,0.199,3.893,,,,,S:,,,0.01,"JPL 434",2460200.5,60200,2023-09-13.0,J2000,0.4918,1.963,0.997,5.30,168.18,147.11,268.20,2.93,0.3585,2460456.60,2024-05-26.1,1e+03,2.75,0.0215,8.38,2.4,3.72,2.0e-08,2.4e-09,3.9e-08,2.9e-06,2.7e-05,2.7e-05,2.7e-06,3.5e-09,6.5e-10,7.5e-06,1.8e-06,APO,"Otto Matic",24823,1955-04-21,2023-04-07,2568,,,0,.42295,,,,,,,,,
20013651," 13651 (1997 BR)",13651,,,Y,Y,0,17.89,,,,,,,0.562,,0.511,33.644,,,,,S,,,0.02,"JPL 171",2460200.5,60200,2023-09-13.0,J2000,0.3057,1.336,0.927,17.25,116.65,133.80,7.26,1.74,0.6386,2460189.13,2023-09-01.6,564,1.54,0.0145,5.65,3.36,4.82,2.6e-09,8.8e-10,3.9e-09,1.8e-07,5.0e-07,9.6e-07,1.8e-06,1.1e-09,6.3e-10,2.7e-06,5.6e-07,APO,"Otto Matic",15689,1980-02-09,2023-01-23,1094,0,2,0,.51314,,,,-7.7e-15,1.6e-15,,,,
20014827," 14827 Hypnos (1986 JK)",14827,Hypnos,,Y,Y,0,18.87,,,,,,,0.9,,,,,0.684,0.492,,,,,,"JPL 52",2460200.5,60200,2023-09-13.0,J2000,0.6653,2.844,0.952,1.98,57.94,238.17,299.39,4.74,0.2055,2460495.38,2024-07-03.8,1.75e+03,4.8,0.015,5.83,0.521,2.93,2.6e-08,2.1e-08,7.3e-08,1.2e-05,2.0e-04,2.0e-04,2.7e-05,3.6e-08,2.3e-09,1.3e-04,2.0e-05,APO,"Otto Matic",12022,1986-05-04,2019-04-03,187,0,10,0,.64984,,,,,,,,,
20016960," 16960 (1998 QS52)",16960,,,Y,Y,0,14.42,,,,,,,,,,2.8985,,,,,Sq,,,,"JPL 371",2460200.5,60200,2023-09-13.0,J2000,0.8589,2.2,0.310,17.52,260.16,243.25,187.86,4.09,0.302,2460770.58,2025-04-05.0,1.19e+03,3.26,0.018,6.99,1.6,3,1.6e-09,1.3e-09,3.7e-09,1.4e-07,6.5e-07,5.6e-07,6.5e-07,2.5e-09,2.8e-10,2.7e-06,1.1e-06,APO,"Otto Matic",14707,1983-06-14,2023-09-19,2233,,,0,.45456,,,,,,,,,
20020236," 20236 (1998 BZ7)",20236,,,Y,Y,0,17.71,,,,,,,,,,10.182,,,,,,,,,"JPL 46",2460200.5,60200,2023-09-13.0,J2000,0.5608,2.034,0.893,6.51,111.24,104.55,266.79,3.17,0.3398,2460474.82,2024-06-13.3,1.06e+03,2.9,0.05,19.4,1.83,3.59,5.8e-08,9.0e-09,1.2e-07,6.6e-06,4.8e-05,5.2e-05,2.6e-05,1.4e-08,2.2e-09,7.7e-05,7.0e-06,APO,"Otto Matic",9534,1998-01-24,2024-03-02,338,,,0,.43754,,,,,,,,,
20020425," 20425 (1998 VD35)",20425,,,Y,Y,0,20.51,,,,,,,,,,,,,,,Sq,,,,"JPL 31",2460200.5,60200,2023-09-13.0,J2000,0.4767,1.565,0.819,6.99,227.26,296.32,191.28,2.31,0.5037,2460535.50,2024-08-12.9,715,1.96,0.00408,1.59,2.7,4.28,1.3e-07,5.6e-08,1.9e-07,3.8e-05,1.4e-04,1.4e-04,2.2e-04,8.3e-08,2.7e-08,4.5e-04,3.8e-05,APO,"Otto Matic",2448,1998-11-15,2005-07-29,51,,,1,.62984,,,,,,,,,
20022753," 22753 (1998 WT)",22753,,,Y,Y,0,17.69,,,,,,,,,,10.24,,,,,,,,,"JPL 262",2460200.5,60200,2023-09-13.0,J2000,0.5699,1.219,0.524,3.20,307.39,324.77,232.39,1.91,0.7324,2460374.73,2024-03-05.2,492,1.35,0.0336,13.1,3.21,5.06,9.8e-09,4.3e-09,1.1e-08,2.9e-06,4.0e-05,4.0e-05,1.3e-05,6.8e-09,3.9e-09,1.8e-05,2.6e-06,APO,"Otto Matic",24899,1955-10-24,2023-12-25,1130,6,2,0,.48507,,,,-1.6e-14,5.3e-15,,,,
20023187," 23187 (2000 PN9)",23187,,,Y,Y,0,16.06,,,,,,,,,,2.5325,,,,,,,,,"JPL 392",2460200.5,60200,2023-09-13.0,J2000,0.5892,1.847,0.759,51.33,164.31,293.52,10.46,2.94,0.3926,2460173.87,2023-08-17.3,917,2.51,0.015,5.83,3.08,3.42,1.1e-09,1.6e-10,2.1e-09,3.5e-07,7.8e-08,1.4e-07,2.4e-07,2.5e-10,5.1e-11,6.1e-07,1.2e-07,APO,"Otto Matic",11709,1990-08-02,2022-08-23,2219,6,2,0,.4219,,,,,,,,,
20025143," 25143 Itokawa (1998 SF36)",25143,Itokawa,,Y,Y,0,19.26,,,,,,,0.33,0.535x0.294x0.209,,12.132,2.1e-9,,,,S(IV),,,,"JPL 215",2460200.5,60200,2023-09-13.0,J2000,0.2803,1.324,0.953,1.62,69.08,162.83,243.81,1.70,0.6469,2460380.11,2024-03-10.6,557,1.52,0.0131,5.1,3.29,4.9,2.1e-09,4.4e-09,2.0e-09,2.8e-07,6.5e-06,6.5e-06,8.4e-06,5.7e-09,3.3e-09,1.4e-05,2.8e-06,APO,"Otto Matic",8588,1998-09-19,2022-03-25,951,19,18,0,.44999,,,,-2.8e-14,8.5e-15,,,,
20026663," 26663 (2000 XK47)",26663,,,Y,Y,0,18.20,,,,,,,,,,2.572,,,,,,,,,"JPL 119",2460200.5,60200,2023-09-13.0,J2000,0.4717,1.546,0.817,13.53,303.61,231.22,263.72,2.28,0.5126,2460388.33,2024-03-18.8,702,1.92,0.0355,13.8,2.78,4.3,4.1e-08,2.1e-09,6.3e-08,3.7e-06,8.0e-06,1.0e-05,8.9e-06,3.1e-09,1.0e-09,1.8e-05,1.4e-06,APO,"Otto Matic",18103,1974-07-12,2024-02-03,554,2,2,0,.45569,,,,,,,,,
20027002," 27002 (1998 DV9)",27002,,,Y,Y,0,18.31,,,,,,,,,,,,,,,,,,,"JPL 107",2460200.5,60200,2023-09-13.0,J2000,0.4331,1.744,0.989,8.70,130.34,0.82,32.44,2.50,0.4279,2460124.70,2023-06-29.1,841,2.3,0.00209,0.812,2.57,4.01,3.0e-08,4.0e-09,5.3e-08,3.7e-06,2.7e-05,2.7e-05,1.4e-05,5.7e-09,1.5e-09,3.1e-05,2.9e-06,APO,"Otto Matic",8980,1998-02-23,2022-09-25,512,,,0,.5802,,,,,,,,,
20029075," 29075 (1950 DA)",29075,,,Y,Y,0,17.28,,,,,,,1.3,,0.070,2.1216,,,,,,,,0.13,"JPL 253",2460200.5,60200,2023-09-13.0,J2000,0.5082,1.698,0.835,12.17,356.65,224.67,45.28,2.56,0.4454,2460098.83,2023-06-03.3,808,2.21,0.0414,16.1,2.48,4.03,1.3e-08,9.3e-10,2.2e-08,2.8e-07,3.6e-06,6.1e-06,1.9e-06,1.4e-09,3.7e-10,4.2e-06,6.6e-07,APO,"Otto Matic",26885,1950-02-23,2023-10-03,1096,8,4,0,.52193,,,,-5.4e-15,1.1e-15,,,,
20031669," 31669 (1999 JT6)",31669,,,Y,Y,0,16.10,,,,,,,,,,5.807,,,,,,,,,"JPL 177",2460200.5,60200,2023-09-13.0,J2000,0.5776,2.137,0.903,9.54,78.77,39.08,331.22,3.37,0.3154,2460291.74,2023-12-13.2,1.14e+03,3.12,0.00122,0.476,1.81,3.47,3.4e-08,2.6e-09,7.4e-08,4.3e-06,3.0e-05,3.0e-05,4.1e-06,4.1e-09,5.7e-10,1.3e-05,2.1e-06,APO,"Otto Matic",10123,1996-06-12,2024-02-29,1038,,,0,.51564,,,,,,,,,
20033342," 33342 (1998 WT24)",33342,,,Y,Y,0,18.02,,,,,,,0.432,,0.654,3.697,,,,,,,,0.03,"JPL 212",2460200.5,60200,2023-09-13.0,J2000,0.4176,0.7188,0.419,7.37,81.66,167.52,100.47,1.02,1.617,2460138.38,2023-07-12.8,223,0.609,0.01,3.9,4,7.91,2.2e-09,2.9e-10,1.5e-09,2.9e-07,8.2e-07,5.3e-07,1.7e-06,4.1e-10,9.9e-10,1.0e-06,1.4e-07,ATE,"Otto Matic",9154,1998-11-24,2023-12-17,1973,16,1,0,.40962,,,,-2.3e-14,3.2e-16,,,,
20035107," 35107 (1991 VH)",35107,,,Y,Y,1,16.91,,,,,,,0.929,,0.408,2.6236,,,,,Sk,,,0.04,"JPL 517",2460200.5,60200,2023-09-13.0,J2000,0.1442,1.137,0.973,13.91,139.34,206.95,135.52,1.30,0.8126,2460033.73,2023-03-30.2,443,1.21,0.0262,10.2,3.97,5.47,2.1e-09,8.9e-10,2.4e-09,1.9e-07,4.6e-07,1.5e-06,2.3e-06,1.0e-09,9.5e-10,2.6e-06,5.2e-07,APO,"Otto Matic",10771,1991-11-09,2021-05-06,4050,3,0,0,.34809,,,,4.3e-15,2.1e-15,,,,
20035396," 35396 (1997 XF11)",35396,,,Y,Y,0,17.01,,,,,,,0.704,,0.772,3.259,,,,,Xk,,,0.10,"JPL 392",2460200.5,60200,2023-09-13.0,J2000,0.4837,1.442,0.745,4.10,213.65,103.06,44.44,2.14,0.569,2460122.41,2023-06-26.9,633,1.73,0.000305,0.119,3.19,4.53,2.0e-09,2.9e-10,3.0e-09,6.2e-08,1.6e-06,1.6e-06,1.3e-06,4.3e-10,1.7e-10,2.3e-06,1.9e-07,APO,"Otto Matic",12356,1990-03-22,2024-01-19,2558,5,1,0,.478,,,,,,,,,
20037638," 37638 (1993 VB)",37638,,,Y,Y,0,19.28,,,,,,,,,,3.5301,,,,,,,,,"JPL 102",2460200.5,60200,2023-09-13.0,J2000,0.5197,1.913,0.919,5.08,145.57,323.19,87.60,2.91,0.3724,2459965.27,2023-01-20.7,967,2.65,0.0011,0.427,2.26,3.75,8.2e-09,2.1e-09,1.6e-08,3.7e-06,1.3e-05,1.4e-05,7.6e-07,3.1e-09,6.0e-10,2.0e-06,1.6e-06,APO,"Otto Matic",10788,1993-11-06,2023-05-21,944,5,1,0,.32827,,,,,,,,,
20037655," 37655 Illapa (1994 PM)",37655,Illapa,,Y,Y,0,17.85,,,,,,,,,,2.6556,,,,,,,,,"JPL 125",2460200.5,60200,2023-09-13.0,J2000,0.7524,1.478,0.366,18.03,139.54,303.87,35.58,2.59,0.5486,2460135.65,2023-07-10.1,656,1.8,0.0247,9.63,2.83,4.19,2.1e-08,4.4e-09,3.1e-08,4.8e-06,5.6e-06,6.3e-06,6.6e-06,7.7e-09,2.4e-09,1.2e-05,2.9e-06,APO,"Otto Matic",10167,1994-08-01,2022-06-02,649,1,1,0,.37472,,,,-1.2e-14,3.3e-15,,,,
20038071," 38071 (1999 GU3)",38071,,,Y,Y,0,19.57,,,,,,,,,,216,,,,,,,,,"JPL 56",2460200.5,60200,2023-09-13.0,J2000,0.5077,2.089,1.029,12.74,195.49,8.81,31.52,3.15,0.3263,2460103.91,2023-06-08.4,1.1e+03,3.02,0.0297,11.6,1.8,3.56,6.9e-09,1.1e-09,1.5e-08,1.1e-06,2.5e-06,9.4e-06,3.2e-06,1.7e-09,2.6e-10,9.6e-06,8.8e-07,AMO,"Otto Matic",8691,1999-04-10,2023-01-25,474,6,5,0,.52921,,,,,,,,,
20039572," 39572 (1993 DQ1)",39572,,,Y,Y,0,16.56,,,,,,,1.554,,0.184,,,,,,,,,0.66,"JPL 174",2460200.5,60200,2023-09-13.0,J2000,0.4922,2.037,1.035,10.02,313.53,344.87,70.09,3.04,0.339,2459993.74,2023-02-18.2,1.06e+03,2.91,0.0288,11.2,2.21,3.63,3.0e-08,6.0e-09,5.9e-08,3.6e-07,3.3e-06,2.3e-06,8.8e-06,9.0e-09,1.5e-09,2.5e-05,4.7e-06,AMO,"Otto Matic",11295,1993-02-26,2024-01-30,851,,,0,.56562,,,,,,,,,
20041429," 41429 (2000 GE2)",41429,,,Y,Y,0,20.66,,,,,,,0.204,,0.267,,,,,,,,,0.03,"JPL 85",2460200.5,60200,2023-09-13.0,J2000,0.5553,1.593,0.708,2.17,351.91,297.22,206.75,2.48,0.4904,2460513.00,2024-07-21.5,734,2.01,0.011,4.27,2.72,4.19,4.6e-08,7.6e-09,7.0e-08,5.2e-06,6.5e-05,6.9e-05,2.6e-05,1.2e-08,3.5e-09,5.5e-05,5.2e-06,APO,"Otto Matic",9477,1998-03-25,2024-03-05,388,,,0,.64245,,,,,,,,,
20052760," 52760 (1998 ML14)",52760,,,Y,Y,0,17.51,,,,,,,1.0,,,14.28,,,,,,,,0.05,"JPL 145",2460200.5,60200,2023-09-13.0,J2000,0.6235,2.409,0.907,2.43,338.70,20.33,241.69,3.91,0.2636,2460649.40,2024-12-04.8,1.37e+03,3.74,0.0167,6.51,1.55,3.22,3.7e-09,7.6e-10,8.5e-09,3.7e-06,3.5e-05,3.5e-05,9.5e-07,1.2e-09,1.2e-10,3.8e-06,6.4e-07,APO,"Otto Matic",8657,1998-06-24,2022-03-07,643,11,7,0,.41928,,,,,,,,,
20052768," 52768 (1998 OR2)",52768,,,Y,Y,0,16.04,,,,,,,1.75,,,4.112,,,,,,,,0.30,"JPL 348",2460200.5,60200,2023-09-13.0,J2000,0.5755,2.38,1.010,5.88,26.94,174.60,333.83,3.75,0.2684,2460298.00,2023-12-19.4,1.34e+03,3.67,0.00675,2.63,1.2,3.29,1.5e-09,2.1e-09,3.8e-09,1.8e-07,3.9e-06,4.2e-06,4.0e-07,3.4e-09,3.6e-10,1.6e-06,1.8e-06,APO,"Otto Matic",12963,1987-06-30,2022-12-26,6002,10,0,0,.21298,,,,,,,,,
20053319," 53319 (1999 JM8)",53319,,,Y,Y,0,15.36,,,,,,,7.,,,143.7,,,,,X:,,,1.40,"JPL 253",2460200.5,60200,2023-09-13.0,J2000,0.6415,2.723,0.976,13.84,133.62,166.82,140.97,4.47,0.2193,2459557.70,2021-12-09.1,1.64e+03,4.49,0.0255,9.91,0.852,2.99,2.2e-09,2.2e-09,6.2e-09,3.5e-07,1.7e-06,2.3e-06,1.3e-06,3.7e-09,2.7e-10,5.3e-06,2.0e-06,APO,"Otto Matic",12335,1990-04-27,2024-02-03,1416,8,10,0,.4411,,,,-5.6e-15,2.4e-15,,,,
20053426," 53426 (1999 SL5)",53426,,,Y,Y,0,17.19,,,,,,,,,,5.03,,,,,,,,,"JPL 236",2460200.5,60200,2023-09-13.0,J2000,0.5383,1.923,0.888,22.77,239.07,43.35,20.20,2.96,0.3695,2460145.83,2023-07-20.3,974,2.67,0.0252,9.81,2.36,3.65,1.8e-09,1.4e-09,3.5e-09,5.5e-07,1.2e-06,1.8e-06,1.2e-06,2.1e-09,4.0e-10,3.1e-06,1.1e-06,APO,"Otto Matic",8871,1999-09-28,2024-01-11,1263,,,0,.45362,,,,,,,,,
20053429," 53429 (1999 TF5)",53429,,,Y,Y,0,18.94,,,,,,,,,,,,,,,,,,,"JPL 36",2460200.5,60200,2023-09-13.0,J2000,0.6403,2.023,0.727,26.79,199.20,64.05,144.43,3.32,0.3427,2459779.02,2022-07-18.5,1.05e+03,2.88,0.0493,19.2,2.32,3.43,8.2e-08,4.4e-09,1.7e-07,3.1e-05,2.3e-05,2.9e-05,3.2e-06,7.3e-09,1.1e-09,9.6e-06,3.5e-06,APO,"Otto Matic",8427,1999-10-03,2022-10-29,149,,,0,.42041,,,,,,,,,
20053550," 53550 (2000 BF19)",53550,,,Y,Y,0,19.15,,,,,,,,,,,,,,,,,,,"JPL 90",2460200.5,60200,2023-09-13.0,J2000,0.4197,1.495,0.868,7.18,313.20,324.91,211.63,2.12,0.539,2460475.76,2024-06-14.2,668,1.83,0.0461,18,3.03,4.45,5.0e-08,2.8e-09,7.6e-08,8.0e-06,3.6e-05,3.7e-05,1.3e-05,4.0e-09,1.5e-09,2.4e-05,1.9e-06,APO,"Otto Matic",11844,1991-10-04,2024-03-08,286,,,0,.65218,,,,,,,,,
20053789," 53789 (2000 ED104)",53789,,,Y,Y,0,17.39,,,,,,,0.843,,0.222,43,,,,,,,,0.22,"JPL 203",2460200.5,60200,2023-09-13.0,J2000,0.2693,1.371,1.002,40.79,190.02,218.33,351.22,1.74,0.6142,2460214.80,2023-09-27.3,586,1.6,0.0479,18.6,3.8,4.54,1.1e-09,6.4e-10,1.7e-09,3.0e-07,1.8e-07,5.3e-07,5.9e-07,8.1e-10,4.3e-10,9.7e-07,4.1e-07,APO,"Otto Matic",25163,1955-04-16,2024-03-07,1094,,,0,.55901,,,,,,,,,
20065679," 65679 (1989 UQ)",65679,,,Y,Y,0,19.62,,,,,,,0.918,,0.033,7.746,,,,,B,,,0.01,"JPL 131",2460200.5,60200,2023-09-13.0,J2000,0.2646,0.9149,0.673,1.30,178.09,15.03,105.34,1.16,1.126,2460106.97,2023-06-11.4,320,0.875,0.014,5.46,3.79,6.5,2.5e-07,2.4e-09,2.3e-07,5.6e-06,1.1e-04,1.1e-04,4.1e-05,3.1e-09,4.5e-09,3.6e-05,1.3e-06,ATE,"Otto Matic",25189,1954-11-20,2023-11-07,745,,,0,.46813,,,,-4.2e-14,1.0e-14,,,,
20065690," 65690 (1991 DG)",65690,,,Y,Y,0,19.06,,,,,,,,,,7.1125,,,,,,,,,"JPL 178",2460200.5,60200,2023-09-13.0,J2000,0.3633,1.428,0.909,11.14,180.12,63.31,341.27,1.95,0.5778,2460232.92,2023-10-15.4,623,1.71,0.0379,14.8,3.1,4.6,1.2e-08,1.2e-09,1.7e-08,3.1e-06,6.7e-06,8.1e-06,3.4e-06,1.6e-09,7.1e-10,5.9e-06,7.7e-07,APO,"Otto Matic",11626,1991-02-20,2022-12-20,1172,,,0,.46649,,,,,,,,,
20065717," 65717 (1993 BX3)",65717,,,Y,Y,0,20.87,,,,,,,,,,20.33,,,,,,,,,"JPL 166",2460200.5,60200,2023-09-13.0,J2000,0.2810,1.395,1.003,2.81,174.76,290.96,225.43,1.79,0.598,2460425.55,2024-04-25.0,602,1.65,0.0469,18.3,3.35,4.72,7.5e-09,6.9e-09,9.0e-09,1.2e-06,1.8e-05,1.8e-05,4.1e-06,8.9e-09,4.4e-09,8.3e-06,4.5e-06,APO,"Otto Matic",10452,1992-10-03,2021-05-16,5561,2,1,0,.14619,,,,7.7e-14,1.0e-14,,,,
20065803," 65803 Didymos (1996 GT)",65803,Didymos,,Y,Y,1,18.11,,,,,,,0.78,"0.797 x 0.783 x 0.761",,2.2593,,,,,Xk,,,0.03,"JPL 204",2460200.5,60200,2023-09-13.0,J2000,0.3833,1.643,1.013,3.41,72.99,319.58,152.70,2.27,0.4681,2459874.31,2022-10-21.8,769,2.11,0.0395,15.4,3.17,4.2,1.3e-10,2.7e-10,2.8e-10,1.6e-08,2.2e-07,2.5e-07,4.4e-08,3.8e-10,1.2e-10,9.6e-08,1.9e-07,APO,"Steve Chesley",9781,1996-04-11,2023-01-21,3121,9,0,0,.2703,,,,-1.0e-14,6.5e-16,,,,
20065909," 65909 (1998 FH12)",65909,,,Y,Y,0,19.30,,,,,,,,,,3,,,,,,,,,"JPL 135",2460200.5,60200,2023-09-13.0,J2000,0.5398,1.091,0.502,3.56,108.60,284.50,211.01,1.68,0.8648,2460372.79,2024-03-03.2,416,1.14,0.0129,5.02,3.77,5.54,3.1e-08,9.3e-10,3.4e-08,2.3e-06,3.3e-05,3.3e-05,1.0e-05,1.4e-09,1.1e-09,1.2e-05,5.3e-07,APO,"Otto Matic",9149,1998-03-25,2023-04-12,523,8,2,0,.48171,,,,,,,,,
20066391," 66391 Moshup (1999 KW4)",66391,Moshup,,Y,Y,1,16.64,,,,,,,1.317,"1.532 x 1.495 x 1.347",,2.7645,,,,,S:,,,0.04,"JPL 365",2460200.5,60200,2023-09-13.0,J2000,0.6884,0.6424,0.200,38.88,244.90,192.65,251.17,1.08,1.914,2460257.35,2023-11-08.8,188,0.515,0.0125,4.85,4.23,8.5,1.0e-09,1.5e-10,6.4e-10,4.1e-07,3.9e-08,9.5e-08,1.1e-06,2.5e-10,6.5e-10,6.1e-07,6.4e-08,ATE,"Otto Matic",9200,1998-05-29,2023-08-06,3861,37,0,0,.30926,,,,-6.1e-15,1.1e-16,,,,
20067367," 67367 (2000 LY27)",67367,,,Y,Y,0,17.13,,,,,,,,,,,,,,,,,,,"JPL 136",2460200.5,60200,2023-09-13.0,J2000,0.2127,1.309,1.030,9.02,264.51,184.81,345.58,1.59,0.6585,2460222.41,2023-10-04.9,547,1.5,0.0457,17.8,3.6,4.94,3.5e-09,2.8e-10,4.6e-09,1.4e-07,2.5e-07,9.8e-07,1.5e-06,3.4e-10,2.1e-10,2.2e-06,1.8e-07,AMO,"Otto Matic",17313,1976-05-27,2023-10-21,630,,,0,.57539,,,,,,,,,
20067381," 67381 (2000 OL8)",67381,,,Y,Y,0,19.80,,,,,,,,,,,,,,,,,,,"JPL 56",2460200.5,60200,2023-09-13.0,J2000,0.5431,1.321,0.603,10.67,294.89,266.89,138.28,2.04,0.6495,2459987.59,2023-02-12.0,554,1.52,0.018,6.99,2.99,4.77,1.7e-07,1.5e-08,2.3e-07,1.1e-05,2.4e-05,2.9e-05,4.0e-05,2.3e-08,1.1e-08,5.9e-05,9.3e-06,APO,"Otto Matic",8474,2000-07-30,2023-10-12,226,,,0,.53963,,,,,,,,,
20068216," 68216 (2001 CV26)",68216,,,Y,Y,0,16.63,,,,,,,0.994,,0.449,2.429,,,,,,,,0.04,"JPL 465",2460200.5,60200,2023-09-13.0,J2000,0.3266,1.32,0.889,17.99,18.14,48.72,41.83,1.75,0.65,2460136.15,2023-07-10.6,554,1.52,0.0243,9.45,3.67,4.85,1.5e-09,7.4e-11,2.0e-09,1.4e-07,3.1e-07,6.2e-07,4.5e-07,9.9e-11,5.5e-11,6.9e-07,4.7e-08,APO,"Otto Matic",7784,2001-02-01,2022-05-26,2576,5,0,0,.39716,,,,,,,,,
20068346," 68346 (2001 KZ66)",68346,,,Y,Y,0,16.93,,,,,,,0.736,,0.291,4.987,,,,,,,,0.21,"JPL 238",2460200.5,60200,2023-09-13.0,J2000,0.4166,1.507,0.879,16.70,219.37,140.29,280.76,2.14,0.5325,2460349.30,2024-02-08.7,676,1.85,0.039,15.2,3.39,4.39,2.4e-09,1.7e-10,3.7e-09,2.0e-07,7.2e-07,1.1e-06,7.7e-07,2.4e-10,9.0e-11,1.5e-06,1.1e-07,APO,"Otto Matic",15870,1979-12-28,2023-06-10,1171,1,1,0,.51105,,,,,,,,,
20068347," 68347 (2001 KB67)",68347,,,Y,Y,0,19.92,,,,,,,,,,6.354,,,,,,,,,"JPL 81",2460200.5,60200,2023-09-13.0,J2000,0.3801,0.9621,0.596,17.12,245.86,243.78,294.35,1.33,1.044,2460263.36,2023-11-14.8,345,0.944,0.0148,5.77,3.81,6.17,3.1e-08,7.6e-10,3.0e-08,4.0e-06,2.9e-06,4.2e-06,4.6e-06,1.0e-09,1.2e-09,4.4e-06,4.1e-07,ATE,"Otto Matic",7444,2001-05-30,2021-10-16,614,6,2,0,.38354,,,,,,,,,
20068372," 68372 (2001 PM9)",68372,,,Y,Y,0,18.97,,,,,,,,,,,,,,,,,,,"JPL 106",2460200.5,60200,2023-09-13.0,J2000,0.4162,1.618,0.945,8.11,252.96,322.33,326.40,2.29,0.4789,2460270.67,2023-11-22.1,752,2.06,0.00533,2.07,2.7,4.22,4.0e-08,6.5e-09,6.5e-08,5.4e-06,3.2e-05,3.3e-05,2.3e-05,9.3e-09,2.9e-09,4.9e-05,4.6e-06,APO,"Otto Matic",7789,2001-06-28,2022-10-25,364,,,0,.65137,,,,,,,,,
20068548," 68548 (2001 XR31)",68548,,,Y,Y,0,16.57,,,,,,,1.182,,0.289,,,,,,,,,0.04,"JPL 248",2460200.5,60200,2023-09-13.0,J2000,0.4367,1.707,0.962,22.71,302.03,24.73,9.72,2.45,0.4418,2460178.49,2023-08-21.9,815,2.23,0.0253,9.85,2.93,4,3.5e-09,7.6e-10,6.1e-09,4.7e-07,6.1e-07,8.8e-07,1.3e-06,1.1e-09,3.0e-10,2.9e-06,5.5e-07,APO,"Otto Matic",10892,1994-04-06,2024-01-31,1336,,,0,.42495,,,,,,,,,
20068950," 68950 (2002 QF15)",68950,,,Y,Y,0,16.39,,,,,,,1.650,,0.178,45.24,,,,,,,,0.56,"JPL 521",2460200.5,60200,2023-09-13.0,J2000,0.3442,1.057,0.693,25.15,236.21,255.58,51.78,1.42,0.9069,2460143.40,2023-07-17.9,397,1.09,0.00529,2.06,3.82,5.69,6.9e-10,2.1e-10,6.4e-10,6.3e-08,1.0e-07,1.2e-07,4.4e-07,2.8e-10,2.7e-10,4.7e-07,1.2e-07,APO,"Otto Matic",24191,1955-07-23,2021-10-15,3067,12,1,0,.41024,,,,-7.0e-15,3.6e-16,,,,
20069230," 69230 Hermes (1937 UB)",69230,Hermes,,Y,Y,1,17.68,,,,,,,,,,13.894,,,,,,,,,"JPL 183",2460200.5,60200,2023-09-13.0,J2000,0.6237,1.655,0.623,6.07,34.06,92.90,94.20,2.69,0.4629,2459997.00,2023-02-21.5,778,2.13,0.00474,1.84,2.43,4.02,1.1e-08,1.9e-09,1.7e-08,3.7e-06,9.8e-06,9.7e-06,3.5e-06,3.2e-09,8.2e-10,7.2e-06,1.4e-06,APO,"Otto Matic",31285,1937-10-25,2023-06-21,2628,3,3,0,.26085,,,,-1.1e-14,1.9e-15,,,,
20085182," 85182 (1991 AQ)",85182,,,Y,Y,0,17.13,,,,,,,1.1,,0.242,,,,,,,,,,"JPL 143",2460200.5,60200,2023-09-13.0,J2000,0.7777,2.221,0.494,3.12,339.42,243.20,300.11,3.95,0.2979,2460401.57,2024-04-01.0,1.21e+03,3.31,0.016,6.24,1.07,3.16,1.3e-08,2.3e-09,2.8e-08,5.5e-06,8.7e-05,8.6e-05,4.1e-06,4.0e-09,4.6e-10,1.4e-05,1.9e-06,APO,"Otto Matic",12095,1991-01-14,2024-02-25,661,5,3,0,.44951,,,,,,,,,
20085236," 85236 (1993 KH)",85236,,,Y,Y,0,18.75,,,,,,,,,,5.057,,,,,,,,,"JPL 171",2460200.5,60200,2023-09-13.0,J2000,0.3111,1.234,0.850,12.81,54.36,293.84,324.92,1.62,0.7192,2460249.27,2023-10-31.7,501,1.37,0.000335,0.13,3.84,5.12,1.0e-09,1.0e-09,1.3e-09,1.4e-07,4.0e-07,1.8e-07,1.0e-06,1.4e-09,9.1e-10,1.5e-06,6.3e-07,APO,"Otto Matic",11202,1993-05-24,2024-01-24,1174,1,0,0,.46962,,,,-1.8e-14,3.7e-15,,,,
