name,id,nametype,recclass,mass (g),fall,year,reclat,reclong,GeoLocation
Bates Nunataks 00305,4963,Valid,H5,316.4,Found,2000,-80.25,153.5,"(-80.25, 153.5)"
Bates Nunataks 00306,4964,Valid,L5,66.95,Found,2000,-80.25,153.5,"(-80.25, 153.5)"
Bates Nunataks 00307,4965,Valid,H6,130.05,Found,2000,-80.25,153.5,"(-80.25, 153.5)"
Bates Nunataks 00308,4966,Valid,L5,10.7,Found,2000,-80.25,153.5,"(-80.25, 153.5)"
Bates Nunataks 00309,4967,Valid,L5,24.1,Found,2000,-80.25,153.5,"(-80.25, 153.5)"
Bates Nunataks 00310,4968,Valid,LL6,20.61,Found,2000,-80.25,153.5,"(-80.25, 153.5)"
Batyushkovo,51586,Valid,L5,4620.0,Found,2007,55.54867,35.2995,"(55.54867, 35.2995)"
Benešov (a),54854,Valid,LL3.5,9.72,Found,2011,49.76667,14.63333,"(49.76667, 14.63333)"
Benešov (b),54855,Valid,H5,1.54,Found,2011,49.76667,14.63333,"(49.76667, 14.63333)"
Bernic Lake,54851,Valid,"Iron, IAB-MG",9162.0,Found,2002,50.43845,-95.52937,"(50.43845, -95.52937)"
Beyneu,30444,Valid,H6,45.0,Found,2001,45.4633,55.23497,"(45.4633, 55.23497)"
Biduna Blowhole 001,52648,Valid,L4,103.4,Found,2009,-31.01667,131.31667,"(-31.01667, 131.31667)"
Biduna Blowhole 002,54929,Valid,L4,13.0,Found,2011,-31.03297,131.28547,"(-31.03297, 131.28547)"
Biduna Blowhole 003,54930,Valid,L6,0.4,Found,2011,-31.01964,131.30394,"(-31.01964, 131.30394)"
Biduna Blowhole 004,56590,Valid,H5,114.5,Found,2011,-31.03278,131.28553,"(-31.03278, 131.28553)"
Big Horn Mountains,50765,Valid,H4,91.9,Found,2006,33.71333,-113.275,"(33.71333, -113.275)"
Bir Zar 001,48904,Valid,H6,627.0,Found,2008,31.481,9.84069,"(31.481, 9.84069)"
Bir Zar 002,48905,Valid,L4/5,331.0,Found,2008,31.93833,10.28403,"(31.93833, 10.28403)"
Bir Zar 003,48906,Valid,H3,39.0,Found,2008,31.49972,9.87722,"(31.49972, 9.87722)"
Bir Zar 004,48907,Valid,H6,19.0,Found,2008,31.87164,10.19361,"(31.87164, 10.19361)"
Bir Zar 005,48908,Valid,H4,17.0,Found,2008,31.89689,10.19572,"(31.89689, 10.19572)"
Bir Zar 006,48909,Valid,H6,21.0,Found,2008,31.89831,10.19528,"(31.89831, 10.19528)"
Bir Zar 007,48910,Valid,L6,5.2,Found,2008,31.92181,10.1875,"(31.92181, 10.1875)"
Bir Zar 008,48911,Valid,H6,200.0,Found,2008,31.92644,10.18961,"(31.92644, 10.18961)"
Bir Zar 009,48912,Valid,H5-6,21.0,Found,2008,31.92644,10.18961,"(31.92644, 10.18961)"
Black Rock 001,32765,Valid,L6,152.0,Found,2003,40.86717,-119.18352,"(40.86717, -119.18352)"
Blanca Estela,45973,Valid,"Iron, IAB complex",15600.0,Found,2002,-25.0,-69.5,"(-25.0, -69.5)"
Blue Eagle,45972,Valid,R3-6,70.0,Found,2006,38.66167,-115.51833,"(38.66167, -115.51833)"
Bluebird,30445,Valid,L6,3650.0,Found,2002,35.8675,-114.19167,"(35.8675, -114.19167)"
Bluewing 001,5079,Valid,Eucrite-mmict,6.1,Found,2000,40.2495,-118.93683,"(40.2495, -118.93683)"
Bluewing 008,5086,Valid,H5,451.7,Found,2001,40.27957,-118.94642,"(40.27957, -118.94642)"
Bluewing 029,45959,Valid,H6,83.8,Found,2006,40.2628,-118.95912,"(40.2628, -118.95912)"
Bluewing 037,52962,Valid,H5,37.2,Found,2009,40.2819,-118.94693,"(40.2819, -118.94693)"
Bou Azarif,53812,Valid,H5,100000.0,Found,2010,31.15643,-5.15262,"(31.15643, -5.15262)"
Bou Kra,5119,Valid,H6,130.0,Found,2001,26.6325,-12.81025,"(26.6325, -12.81025)"
Bou Kra 002,57216,Valid,L5,606.0,Found,2010,26.74853,-12.70978,"(26.74853, -12.70978)"
Bou Kra 003,57217,Valid,L6,50.0,Found,2010,26.81089,-12.71864,"(26.81089, -12.71864)"
Bou Kra 004,57347,Valid,Eucrite-mmict,272.75,Found,2010,26.707,-12.759,"(26.707, -12.759)"
Bou Kra 005,57348,Valid,CM2,31.14,Found,2010,26.819,-12.724,"(26.819, -12.724)"
Bouanane,52888,Valid,L6,1395.0,Found,2009,31.98333,-3.2,"(31.98333, -3.2)"
Boulder Mine,52852,Valid,L5,1560.0,Found,2008,34.685,-114.323,"(34.685, -114.323)"
Bouse,35487,Valid,L4-6,147.4,Found,2004,33.96667,-114.06667,"(33.96667, -114.06667)"
Buck Mountain Wash,30446,Valid,H3-5,798.0,Found,2004,34.72453,-114.20883,"(34.72453, -114.20883)"
Buck Mountains 001,35488,Valid,H6,50.0,Found,2004,34.73245,-114.22257,"(34.73245, -114.22257)"
Buck Mountains 002,35489,Valid,L6,18.4,Found,2004,34.71933,-114.20783,"(34.71933, -114.20783)"
Buck Mountains 003,44705,Valid,L6,34200.0,Found,2005,34.7345,-114.21717,"(34.7345, -114.21717)"
Buck Mountains 004,55342,Valid,H3-6,145.8,Found,2005,34.70108,-114.18845,"(34.70108, -114.18845)"
Buck Mountains 005,55334,Valid,L6,859.7,Found,2007,34.70337,-114.19097,"(34.70337, -114.19097)"
Buckley Island 10930,56774,Valid,L6,374.5,Found,2010,0.0,0.0,"(0.0, 0.0)"
Buckley Island 10932,56775,Valid,L6,879.9,Found,2010,0.0,0.0,"(0.0, 0.0)"
Buckley Island 10933,56776,Valid,CR2,486.0,Found,2010,0.0,0.0,"(0.0, 0.0)"
Buckley Island 10934,56777,Valid,L6,472.2,Found,2010,0.0,0.0,"(0.0, 0.0)"
Buckley Island 10935,56778,Valid,L6,362.4,Found,2010,0.0,0.0,"(0.0, 0.0)"
Buckley Island 10936,56779,Valid,L5,335.2,Found,2010,0.0,0.0,"(0.0, 0.0)"
Buckley Island 10937,56780,Valid,L6,234.6,Found,2010,0.0,0.0,"(0.0, 0.0)"
Buckley Island 10938,56781,Valid,L5,288.0,Found,2010,0.0,0.0,"(0.0, 0.0)"
Buckley Island 10939,56782,Valid,L6,143.9,Found,2010,0.0,0.0,"(0.0, 0.0)"
Buckley Island 10940,56783,Valid,H6,161.7,Found,2010,0.0,0.0,"(0.0, 0.0)"
Buckley Island 10941,56784,Valid,L6,118.8,Found,2010,0.0,0.0,"(0.0, 0.0)"
Buckley Island 10942,56785,Valid,L6,95.4,Found,2010,0.0,0.0,"(0.0, 0.0)"
Buckley Island 10943,53893,Valid,CO3,27.8,Found,2010,0.0,0.0,"(0.0, 0.0)"
Buckley Island 10944,53894,Valid,CK4,39.7,Found,2010,0.0,0.0,"(0.0, 0.0)"
Buckley Island 10945,56786,Valid,H6,80.3,Found,2010,0.0,0.0,"(0.0, 0.0)"
Buckley Island 10946,56787,Valid,L5,28.3,Found,2010,0.0,0.0,"(0.0, 0.0)"
Buckley Island 10947,56788,Valid,H5,47.2,Found,2010,0.0,0.0,"(0.0, 0.0)"
Buckley Island 10948,56789,Valid,L6,41.6,Found,2010,0.0,0.0,"(0.0, 0.0)"
Buckley Island 10949,56790,Valid,L6,22.6,Found,2010,0.0,0.0,"(0.0, 0.0)"
Buckley Island 10950,56791,Valid,H6,10.3,Found,2010,0.0,0.0,"(0.0, 0.0)"
Buckley Island 10951,56792,Valid,L6,26.1,Found,2010,0.0,0.0,"(0.0, 0.0)"
Buckley Island 10952,56793,Valid,L6,5.8,Found,2010,0.0,0.0,"(0.0, 0.0)"
Buckley Island 10953,56794,Valid,H4,7.9,Found,2010,0.0,0.0,"(0.0, 0.0)"
Buckley Island 10954,56795,Valid,L6,22.7,Found,2010,0.0,0.0,"(0.0, 0.0)"
Buckley Island 10955,56796,Valid,L6,15.1,Found,2010,0.0,0.0,"(0.0, 0.0)"
Buckley Island 10956,56797,Valid,H5,20.4,Found,2010,0.0,0.0,"(0.0, 0.0)"
Buckley Island 10957,56798,Valid,L6,4.9,Found,2010,0.0,0.0,"(0.0, 0.0)"
Buckley Island 10958,53895,Valid,LL6,0.1,Found,2010,0.0,0.0,"(0.0, 0.0)"
Buckley Island 10959,53896,Valid,H6,0.3,Found,2010,0.0,0.0,"(0.0, 0.0)"
Buffalo Gap,51831,Valid,"Iron, IAB-ung",9300.0,Found,2003,32.24611,-99.99306,"(32.24611, -99.99306)"
Bunker Hill,54611,Valid,L6,28000.0,Found,2002,38.84833,-98.72383,"(38.84833, -98.72383)"
Burns,57342,Valid,"Iron, IIIAB",18400.0,Found,2003,39.86667,-106.88333,"(39.86667, -106.88333)"
Caleta el Cobre 001,54446,Valid,H6,9.0,Found,2010,-24.266,-70.03333,"(-24.266, -70.03333)"
Caleta el Cobre 002,54620,Valid,H6,18.0,Found,2010,-24.25,-70.51667,"(-24.25, -70.51667)"
Caleta el Cobre 003,54621,Valid,H5,338.0,Found,2010,-24.25,-70.51667,"(-24.25, -70.51667)"
Caleta el Cobre 004,54622,Valid,H5,254.0,Found,2010,-24.25,-70.51667,"(-24.25, -70.51667)"
Caleta el Cobre 005,54623,Valid,H5,193.0,Found,2010,-24.25,-70.51667,"(-24.25, -70.51667)"
Caleta el Cobre 006,54624,Valid,L6,179.0,Found,2010,-24.25,-70.51667,"(-24.25, -70.51667)"
Caleta el Cobre 007,54625,Valid,L6,24.0,Found,2010,-24.25,-70.51667,"(-24.25, -70.51667)"
Caleta el Cobre 008,54626,Valid,H6,15.0,Found,2010,-24.25,-70.51667,"(-24.25, -70.51667)"
Caleta el Cobre 009,54627,Valid,L4,95.0,Found,2010,-24.25,-70.51667,"(-24.25, -70.51667)"
Caleta el Cobre 010,54628,Valid,L4,47.0,Found,2010,-24.25,-70.51667,"(-24.25, -70.51667)"
Caleta el Cobre 011,54629,Valid,L6,32.0,Found,2010,-24.25,-70.51667,"(-24.25, -70.51667)"
Caleta el Cobre 012,54630,Valid,L4,17.0,Found,2010,-24.25,-70.51667,"(-24.25, -70.51667)"
Caleta el Cobre 013,54631,Valid,L4,105.0,Found,2010,-24.25,-70.51667,"(-24.25, -70.51667)"
Caleta el Cobre 014,54632,Valid,H4,20.0,Found,2010,-24.25,-70.51667,"(-24.25, -70.51667)"
Caleta el Cobre 015,54633,Valid,L6,115.0,Found,2010,-24.25,-70.51667,"(-24.25, -70.51667)"
Caleta el Cobre 016,54634,Valid,H5,34.0,Found,2010,-24.25,-70.51667,"(-24.25, -70.51667)"
Caleta el Cobre 017,54635,Valid,H5,41.0,Found,2010,-24.25,-70.51667,"(-24.25, -70.51667)"
Caleta el Cobre 018,54829,Valid,H5,6.0,Found,2010,-24.25,-70.51667,"(-24.25, -70.51667)"
Caleta el Cobre 019,54830,Valid,H6,1.1,Found,2010,-24.25,-70.51667,"(-24.25, -70.51667)"
Camel Donga 053,55717,Valid,LL5-6,579.0,Found,2008,-30.31667,126.61667,"(-30.31667, 126.61667)"
Camp Creek,53490,Valid,H4,3016.0,Found,2009,33.88098,-111.78558,"(33.88098, -111.78558)"
Capot Rey,30449,Valid,H5,38000.0,Found,2004,20.12593,10.2056,"(20.12593, 10.2056)"
Cargo Muchacho Mountains,50912,Valid,CO3,2860.0,Found,2000,32.91745,-114.767183,"(32.91745, -114.767183)"
Castenaso,30450,Valid,L5,120.0,Found,2003,44.495,11.35556,"(44.495, 11.35556)"
Catalina 002,55756,Valid,LL3,61.1,Found,2010,-25.23333,-69.71667,"(-25.23333, -69.71667)"
Catalina 004,56279,Valid,Mesosiderite,37.5,Found,2010,-25.23333,-69.71667,"(-25.23333, -69.71667)"
Catalina 005,56671,Valid,H4,228.0,Found,2010,-25.23333,-69.71667,"(-25.23333, -69.71667)"
Catalina 006,56672,Valid,H5/6,19.5,Found,2010,-25.23333,-69.71667,"(-25.23333, -69.71667)"
Catalina 007,56673,Valid,H4,11.9,Found,2010,-25.23333,-69.71667,"(-25.23333, -69.71667)"
Catalina 008,57172,Valid,CO3,98.0,Found,2011,-25.23333,-69.71667,"(-25.23333, -69.71667)"
Catalina 009,57173,Valid,CR2,5.2,Found,2012,-25.23333,-69.71667,"(-25.23333, -69.71667)"
Catalina 010,57176,Valid,L~5,329.0,Found,2010,-25.23333,-69.71667,"(-25.23333, -69.71667)"
Catalina 011,57177,Valid,H~5,573.0,Found,2010,-25.23333,-69.71667,"(-25.23333, -69.71667)"
Catalina 012,57178,Valid,H6,225.0,Found,2010,-25.23333,-69.71667,"(-25.23333, -69.71667)"
Catalina 013,57179,Valid,H4,428.0,Found,2010,-25.23333,-69.71667,"(-25.23333, -69.71667)"
Catalina 014,57180,Valid,H4,191.0,Found,2010,-25.23333,-69.71667,"(-25.23333, -69.71667)"
Catalina 015,57181,Valid,L5,239.0,Found,2009,-25.23333,-69.71667,"(-25.23333, -69.71667)"
Catalina 016,57182,Valid,H4,647.0,Found,2010,-25.23333,-69.71667,"(-25.23333, -69.71667)"
Catalina 017,57183,Valid,H5,426.0,Found,2010,-25.23333,-69.71667,"(-25.23333, -69.71667)"
Catalina 018,57184,Valid,L6,1018.0,Found,2010,-25.23333,-69.71667,"(-25.23333, -69.71667)"
Catalina 019,57185,Valid,H4,3191.0,Found,2010,-25.23333,-69.71667,"(-25.23333, -69.71667)"
Catalina 020,57186,Valid,L6,2084.0,Found,2010,-25.23333,-69.71667,"(-25.23333, -69.71667)"
Catalina 023,57291,Valid,H~6,53.5,Found,2009,-25.23333,-69.71667,"(-25.23333, -69.71667)"
Catalina 024,57292,Valid,H4,312.0,Found,2009,-25.23333,-69.71667,"(-25.23333, -69.71667)"
Catalina 025,57293,Valid,L~6,39.0,Found,2009,-25.23333,-69.71667,"(-25.23333, -69.71667)"
Catalina 026,57294,Valid,H~5,845.0,Found,2009,-25.23333,-69.71667,"(-25.23333, -69.71667)"
Catalina 027,57295,Valid,L6,2408.0,Found,2010,-25.23333,-69.71667,"(-25.23333, -69.71667)"
Catalina 028,57296,Valid,H5,4993.0,Found,2010,-25.23333,-69.71667,"(-25.23333, -69.71667)"
Catalina 029,57297,Valid,H~5,169.0,Found,2010,-25.23333,-69.71667,"(-25.23333, -69.71667)"
Catalina 030,57298,Valid,H~5,214.0,Found,2010,-25.23333,-69.71667,"(-25.23333, -69.71667)"
Catalina 031,57299,Valid,L~6,1178.0,Found,2010,-25.23333,-69.71667,"(-25.23333, -69.71667)"
Catalina 032,57300,Valid,H4,1107.0,Found,2010,-25.23333,-69.71667,"(-25.23333, -69.71667)"
Catalina 033,57301,Valid,L~6,211.0,Found,2010,-25.23333,-69.71667,"(-25.23333, -69.71667)"
Catalina 034,57327,Valid,LL5,20.0,Found,2010,-25.23333,-69.71667,"(-25.23333, -69.71667)"
Catalina 035,57328,Valid,H~5,904.0,Found,2011,-25.23333,-69.71667,"(-25.23333, -69.71667)"
Catalina 036,57329,Valid,H~5,42.0,Found,2011,-25.23333,-69.71667,"(-25.23333, -69.71667)"
Cerro La Tiza,44877,Valid,H4,3740.0,Found,2002,-14.53321,-75.77511,"(-14.53321, -75.77511)"
Chandler,53491,Valid,L6,350.4,Found,2009,33.24558,-111.89633,"(33.24558, -111.89633)"
Cheder,5336,Valid,"Iron, IID",5390.0,Found,2003,51.53333,94.6,"(51.53333, 94.6)"
Chicago Valley,44706,Valid,L5,26.0,Found,2004,36.00217,-116.19633,"(36.00217, -116.19633)"
Chocolate Mountains,52013,Valid,Ureilite,699.0,Found,2004,33.01222,-114.86667,"(33.01222, -114.86667)"
Coffeyville,51051,Valid,H5,35900.0,Found,2006,37.01667,-95.66667,"(37.01667, -95.66667)"
Conception Junction,53877,Valid,"Pallasite, PMG-an",17000.0,Found,2006,40.266667,-94.683333,"(40.266667, -94.683333)"
Contis-Plage,55768,Valid,H5,44.0,Found,2000,44.08333,-1.31667,"(44.08333, -1.31667)"
Cook 012,54926,Valid,H4,6.6,Found,2010,-30.91378,130.90386,"(-30.91378, 130.90386)"
Cook 013,54927,Valid,H6,46.8,Found,2010,-30.94775,130.90858,"(-30.94775, 130.90858)"
Cotopaxi,30451,Valid,"Iron, IAB-ung",243.0,Found,2000,38.46483,-105.7015,"(38.46483, -105.7015)"
Coyote Dry Lake 129,30472,Valid,H5,140.0,Found,2000,35.06917,-116.7502,"(35.06917, -116.7502)"
Coyote Dry Lake 130,30473,Valid,H4,6.1,Found,2000,35.06785,-116.7494,"(35.06785, -116.7494)"
Coyote Dry Lake 132,30474,Valid,H4,17.4,Found,2000,35.07028,-116.74847,"(35.07028, -116.74847)"
Coyote Dry Lake 134,30475,Valid,H5,117.5,Found,2000,35.0925,-116.76083,"(35.0925, -116.76083)"
Coyote Dry Lake 138,30476,Valid,H5,18.3,Found,2000,35.05283,-116.76645,"(35.05283, -116.76645)"
Coyote Dry Lake 139,30477,Valid,H4,10.4,Found,2000,35.05283,-116.76538,"(35.05283, -116.76538)"
Coyote Dry Lake 142,30478,Valid,H4,32.22,Found,2000,35.06725,-116.74853,"(35.06725, -116.74853)"
Coyote Dry Lake 151,30479,Valid,H6,90.04,Found,2001,35.05602,-116.72368,"(35.05602, -116.72368)"
Coyote Dry Lake 152,30480,Valid,H5,10.84,Found,2001,35.05607,-116.72365,"(35.05607, -116.72365)"
Coyote Dry Lake 153,30481,Valid,H5,13.87,Found,2001,35.07362,-116.76372,"(35.07362, -116.76372)"
Coyote Dry Lake 155,30482,Valid,H4,17.02,Found,2001,35.06847,-116.76905,"(35.06847, -116.76905)"
Coyote Dry Lake 159,30483,Valid,H5,17.7,Found,2001,35.05865,-116.76872,"(35.05865, -116.76872)"
Coyote Dry Lake 160,30484,Valid,H5,76.88,Found,2002,35.06152,-116.76295,"(35.06152, -116.76295)"
Coyote Dry Lake 162,30485,Valid,H5,9.87,Found,2002,35.07802,-116.76777,"(35.07802, -116.76777)"
Coyote Dry Lake 163,30486,Valid,H5,16.66,Found,2002,35.07,-116.77,"(35.07, -116.77)"
Coyote Dry Lake 164,30487,Valid,H5,43.0,Found,2002,35.05835,-116.77403,"(35.05835, -116.77403)"
Coyote Dry Lake 165,30488,Valid,L6,42.57,Found,2002,35.06888,-116.76197,"(35.06888, -116.76197)"
Coyote Dry Lake 175,30489,Valid,H6,36.35,Found,2002,35.05475,-116.75432,"(35.05475, -116.75432)"
Coyote Dry Lake 176,30490,Valid,H6,187.55,Found,2003,35.05452,-116.73005,"(35.05452, -116.73005)"
Coyote Dry Lake 194,30491,Valid,L6,1.47,Found,2004,35.08838,-116.75283,"(35.08838, -116.75283)"
Coyote Dry Lake 221,30492,Valid,H4,54.31,Found,2003,35.05717,-116.7205,"(35.05717, -116.7205)"
Coyote Dry Lake 222,30493,Valid,L5,22.5,Found,2004,35.04008,-116.75553,"(35.04008, -116.75553)"
Coyote Dry Lake 223,30494,Valid,L6,512.0,Found,2004,35.03842,-116.75818,"(35.03842, -116.75818)"
Coyote Dry Lake 230,30495,Valid,H6,16.36,Found,2004,35.08958,-116.75007,"(35.08958, -116.75007)"
Coyote Dry Lake 235,30496,Valid,LL6,81.4,Found,2004,35.05628,-116.73377,"(35.05628, -116.73377)"
Coyote Dry Lake 249,30497,Valid,H4,71.8,Found,2004,35.08758,-116.74603,"(35.08758, -116.74603)"
Coyote Dry Lake 274,45960,Valid,H4,7.5,Found,2006,35.05902,-116.76892,"(35.05902, -116.76892)"
Coyote Dry Lake 275,45961,Valid,H4,16.2,Found,2006,35.05122,-116.76742,"(35.05122, -116.76742)"
Coyote Dry Lake 276,45962,Valid,H6,47.2,Found,2006,35.07118,-116.77162,"(35.07118, -116.77162)"
Coyote Dry Lake 277,45963,Valid,H5,21.3,Found,2006,35.0742,-116.7637,"(35.0742, -116.7637)"
Coyote Dry Lake 318,52804,Valid,H5,7.2,Found,2009,35.0751,-116.75038,"(35.0751, -116.75038)"
Coyote Spring,44708,Valid,H5,240.0,Found,2005,36.99367,-114.99367,"(36.99367, -114.99367)"
Cuddeback Dry Lake 002,5481,Valid,L6,95.0,Found,2000,35.2755,-117.47833,"(35.2755, -117.47833)"
Cuddeback Dry Lake 003,5482,Valid,L6,7.5,Found,2000,35.29183,-117.47067,"(35.29183, -117.47067)"
Cuddeback Dry Lake 004,5483,Valid,H6,40.0,Found,2000,35.30233,-117.46017,"(35.30233, -117.46017)"
Cuddeback Dry Lake 005,5484,Valid,H5,35.0,Found,2000,35.31232,-117.45315,"(35.31232, -117.45315)"
Cuddeback Dry Lake 006,5485,Valid,H6,0.5,Found,2000,35.31227,-117.453,"(35.31227, -117.453)"
Cuddeback Dry Lake 007,5486,Valid,L4,96.7,Found,2000,35.3114,-117.45342,"(35.3114, -117.45342)"
Cuddeback Dry Lake 008,5487,Valid,L6,18.02,Found,2000,35.28333,-117.48333,"(35.28333, -117.48333)"
Cuddeback Dry Lake 009,5488,Valid,H5,19.0,Found,2000,35.31833,-117.46667,"(35.31833, -117.46667)"
Cuddeback Dry Lake 010,5489,Valid,L5,10.5,Found,2000,35.3112,-117.45465,"(35.3112, -117.45465)"
Cuddeback Dry Lake 011,5490,Valid,L6,10.69,Found,2000,35.2758,-117.47877,"(35.2758, -117.47877)"
Cuddeback Dry Lake 012,5491,Valid,H5,0.72,Found,2002,35.31217,-117.453,"(35.31217, -117.453)"
Cuddeback Dry Lake 013,52974,Valid,H4,1.6,Found,2008,35.31218,-117.45303,"(35.31218, -117.45303)"
Cuddeback Dry Lake 017,52978,Valid,H6,23.1,Found,2008,35.28528,-117.48305,"(35.28528, -117.48305)"
Cuddeback Dry Lake 018,52979,Valid,H4,8.5,Found,2008,35.28638,-117.48305,"(35.28638, -117.48305)"
Cuddeback Dry Lake 019,52980,Valid,L6,10.1,Found,2008,35.30455,-117.45817,"(35.30455, -117.45817)"
Cuddeback Dry Lake 021,51573,Valid,L6,31.72,Found,2004,35.3,-117.4605,"(35.3, -117.4605)"
Cuddeback Dry Lake 028,52967,Valid,L5,19.5,Found,2008,35.296,-117.472,"(35.296, -117.472)"
Cuddeback Dry Lake 029,52968,Valid,H4,22.2,Found,2008,35.296,-117.472,"(35.296, -117.472)"
Danby Dry Lake,5510,Valid,H6,8991.0,Found,2000,34.216667,-115.05,"(34.216667, -115.05)"
Dar al Gani 1010,5628,Valid,Ureilite,119.0,Found,2000,27.04133,16.38767,"(27.04133, 16.38767)"
Dar al Gani 1020,5637,Valid,H5,55.8,Found,2000,27.92472,16.9575,"(27.92472, 16.9575)"
Dar al Gani 1021,5638,Valid,H5,101.1,Found,2000,27.01083,16.18167,"(27.01083, 16.18167)"
Dar al Gani 1022,5639,Valid,LL7,33.6,Found,2001,27.08333,16.25,"(27.08333, 16.25)"
Dar al Gani 1028,30499,Valid,CO3,131.0,Found,2000,27.07567,16.06633,"(27.07567, 16.06633)"
Dar al Gani 1029,5643,Valid,LL5,68.0,Found,2000,27.919,16.684,"(27.919, 16.684)"
Dar al Gani 1032,5647,Valid,H3/4,321.0,Found,2000,27.035,16.38133,"(27.035, 16.38133)"
Dar al Gani 1040,30501,Valid,CV3,781.0,Found,2001,27.28133,16.40833,"(27.28133, 16.40833)"
Dar al Gani 1043,44878,Valid,LL6,32.1,Found,2005,27.43333,16.0,"(27.43333, 16.0)"
Dar al Gani 1044,44879,Valid,LL5,235.0,Found,2006,27.45056,16.19167,"(27.45056, 16.19167)"
Dar al Gani 1045,49488,Valid,L6,955.0,Found,2005,27.49583,16.25833,"(27.49583, 16.25833)"
Dar al Gani 1048,44881,Valid,Lunar (feldsp. breccia),0.8,Found,2001,27.20167,16.31117,"(27.20167, 16.31117)"
Dar al Gani 1049,47348,Valid,H5,88.0,Found,2007,27.26633,16.35783,"(27.26633, 16.35783)"
Dar al Gani 1050,47349,Valid,H6,265.0,Found,2007,28.21417,15.55083,"(28.21417, 15.55083)"
Dar al Gani 1051,51562,Valid,Martian (shergottite),40.1,Found,2000,27.16917,16.13533,"(27.16917, 16.13533)"
Dar al Gani 1052,53617,Valid,LL5,280.0,Found,2008,27.32833,16.21867,"(27.32833, 16.21867)"
Dar al Gani 1053,53636,Valid,CV3,98.0,Found,2006,27.24167,16.23267,"(27.24167, 16.23267)"
Dar al Gani 1055,53638,Valid,Eucrite-pmict,305.0,Found,2007,27.38,16.469,"(27.38, 16.469)"
Dar al Gani 1059,56098,Valid,H6,1470.0,Found,2010,28.28767,15.49467,"(28.28767, 15.49467)"
Dar al Gani 1060,56412,Valid,Eucrite,310.0,Found,2010,26.9195,16.657,"(26.9195, 16.657)"
Dar al Gani 1061,56304,Valid,Ureilite,207.0,Found,2010,27.23017,16.48833,"(27.23017, 16.48833)"
Dar al Gani 1063,56648,Valid,CV3,410.3,Found,2002,27.27417,16.40833,"(27.27417, 16.40833)"
Dar al Gani 659,6206,Valid,H5,15.0,Found,2000,27.6,16.2,"(27.6, 16.2)"
Dar al Gani 664,6211,Valid,L4,137.0,Found,2000,27.23333,16.11667,"(27.23333, 16.11667)"
Dar al Gani 673,6220,Valid,L4/5,96.0,Found,2000,27.23333,16.11667,"(27.23333, 16.11667)"
Dar al Gani 678,6225,Valid,H5/6,162.0,Found,2000,26.75,16.43333,"(26.75, 16.43333)"
Dar al Gani 780,6327,Valid,H5,56.7,Found,2000,26.98717,16.43717,"(26.98717, 16.43717)"
Dar al Gani 781,6328,Valid,L6,13.7,Found,2000,27.01617,16.468,"(27.01617, 16.468)"
Dar al Gani 782,6329,Valid,H5,89.9,Found,2000,26.9705,16.469,"(26.9705, 16.469)"
Dar al Gani 783,6330,Valid,H5,84.0,Found,2000,26.47667,16.46083,"(26.47667, 16.46083)"
Dar al Gani 784,6331,Valid,H5,50.7,Found,2000,26.98333,16.44,"(26.98333, 16.44)"
Dar al Gani 785,6332,Valid,LL3,278.0,Found,2000,26.99883,16.44283,"(26.99883, 16.44283)"
Dar al Gani 786,6333,Valid,L6,243.0,Found,2000,27.01883,16.434,"(27.01883, 16.434)"
Dar al Gani 787,6334,Valid,Ureilite,32.1,Found,2000,27.0415,16.40083,"(27.0415, 16.40083)"
Dar al Gani 788,6335,Valid,H5,36.8,Found,2000,26.97017,16.46967,"(26.97017, 16.46967)"
Dar al Gani 789,6336,Valid,L6,52.7,Found,2000,26.99017,16.4475,"(26.99017, 16.4475)"
Dar al Gani 790,6337,Valid,L6,241.0,Found,2000,26.99933,16.431,"(26.99933, 16.431)"
Dar al Gani 791,6338,Valid,H4,148.0,Found,2000,27.27767,16.23717,"(27.27767, 16.23717)"
Dar al Gani 792,6339,Valid,LL3,202.0,Found,2000,26.91383,16.465,"(26.91383, 16.465)"
Dar al Gani 793,6340,Valid,LL6,109.0,Found,2000,27.46367,16.1465,"(27.46367, 16.1465)"
Dar al Gani 794,6341,Valid,H5,166.0,Found,2000,26.99333,16.4505,"(26.99333, 16.4505)"
Dar al Gani 795,6342,Valid,H5,27.8,Found,2000,26.98717,16.43733,"(26.98717, 16.43733)"
Dar al Gani 796,6343,Valid,L6,41.4,Found,2000,27.3695,16.24017,"(27.3695, 16.24017)"
Dar al Gani 797,6344,Valid,H5,56.7,Found,2000,27.00033,16.44617,"(27.00033, 16.44617)"
Dar al Gani 798,6345,Valid,H5,76.4,Found,2000,26.9945,16.452,"(26.9945, 16.452)"
Dar al Gani 799,6346,Valid,H6,107.0,Found,2000,27.03283,16.48967,"(27.03283, 16.48967)"
Dar al Gani 800,6347,Valid,H6,96.4,Found,2000,27.00883,16.46,"(27.00883, 16.46)"
Dar al Gani 801,6348,Valid,Ureilite,25.2,Found,2000,27.04683,16.40883,"(27.04683, 16.40883)"
Dar al Gani 802,6349,Valid,H6,230.0,Found,2000,27.0055,16.47283,"(27.0055, 16.47283)"
Dar al Gani 803,6350,Valid,L6,37.0,Found,2000,27.0145,16.38867,"(27.0145, 16.38867)"
